,Position,Company,Location,Job URL,Job Description,Skills
1334,Specialist Data/AI Engineering,AT&T,Bengaluru,"https://www.glassdoor.co.in/job-listing/specialist-data-ai-engineering-att-JV_IC2940587_KO0,30_KE31,34.htm?jl=1009695500958","This includes data extraction, ETL processes applied on data to derive useful business insights, and best representing this data through dashboards.&hellip;","Power BI, Data modeling, Azure, Business intelligence, Relational databases"
1335,Data Management Senior Specialist,GoWin,India,"https://www.glassdoor.co.in/job-listing/data-management-senior-specialist-gowin-JV_KO0,33_KE34,39.htm?jl=1009696755561",One of our esteemed clients is seeking a Data Management Senior Specialist to oversee and maintain data management technologies that support operations and data…&hellip;,"Microsoft SQL Server, SQL, Data management, Scripting, Organizational skills"
1336,Technical Specialist-Enterprise Apps,BirlaSoft,Hyderābād,"https://www.glassdoor.co.in/job-listing/technical-specialist-enterprise-apps-birlasoft-JV_IC2865319_KO0,36_KE37,46.htm?jl=1009697585471","Exposure to OLAP, OLTP, Data warehouse, Data mart development, Fact and Dimensional DB designs. Location: INDIA - HYDERABAD - BIRLASOFT OFFICE.&hellip;","Oracle, Weblogic, Databases"
1337,"Analyst, Log Ops, East CS&L",Mondelēz International,Remote,"https://www.glassdoor.co.in/job-listing/analyst-log-ops-east-csl-mondel%C4%93z-international-JV_KO0,24_KE25,47.htm?jl=1009685936554","Work with our service providers to ensure the delivery of our trading partners in terms of punctuality and completeness, taking into account quality and HACCP…&hellip;","Microsoft Excel, Customer service, Procurement, SAP, Supply chain"
1338,Specialist-Supply Chain Management,PATH,Patna Rural,"https://www.glassdoor.co.in/job-listing/specialist-supply-chain-management-path-JV_IC5010576_KO0,34_KE35,39.htm?jl=1009693980399","Scout for innovative technology solutions to address challenges related to SCM, and in concurrence with key stakeholders, pilot test innovative interventions in…&hellip;","Supply chain, Project management, Supply chain management, Communication skills"
1339,SAGE ERP Technical Specialist,NuageHealth,Noida,"https://www.glassdoor.co.in/job-listing/sage-erp-technical-specialist-nuagehealth-JV_IC4477468_KO0,29_KE30,41.htm?jl=1009682080566","Your expertise in report creation using Crystal Reports Designer will also be crucial in generating insightful reports from ERP data, empowering our clients to…&hellip;","Crystal Reports, Sage, System administration, EDI, ERP systems"
1340,Specialist Data Analysis - Data Engineering,AT&T,Bengaluru,"https://www.glassdoor.co.in/job-listing/specialist-data-analysis-data-engineering-att-JV_IC2940587_KO0,41_KE42,45.htm?jl=1009695500989","This includes data extraction, ETL processes applied on data to derive useful business insights, and best representing this data through dashboards.&hellip;","Power BI, Data modeling, Azure, Business intelligence, Relational databases"
1341,Specialist - GSC Master Data Management - Global Service Centre,DP World,Navi Mumbai,"https://www.glassdoor.co.in/job-listing/specialist-gsc-master-data-management-global-service-centre-dp-world-JV_IC5021997_KO0,59_KE60,68.htm?jl=1009669045853",In-depth knowledge of external data trends and industry best practices. Experience with Oracle Fusion master data transactions or other data management…&hellip;,"Microsoft Excel, Oracle, Supply chain, Data analysis skills, Logistics"
1342,Client Analytics - Data Warehouse Specialist with Talend Expertise Specialist - Associate,AQR,Bengaluru,"https://www.glassdoor.co.in/job-listing/client-analytics-data-warehouse-specialist-with-talend-expertise-specialist-associate-aqr-JV_IC2940587_KO0,85_KE86,89.htm?jl=1009684880134",Strong understanding of data modeling and data design. Experience with data modeling and data design is essential. Experience with cloud-based data solutions.&hellip;,"CI/CD, Data modeling, Microsoft SQL Server, Java, SOAP"
1343,Sr Specialist Data Analysis,AT&T,Bengaluru,"https://www.glassdoor.co.in/job-listing/sr-specialist-data-analysis-att-JV_IC2940587_KO0,27_KE28,31.htm?jl=1009695500992","This includes data extraction, ETL processes applied on data to derive useful business insights, and best representing this data through dashboards.&hellip;","Power BI, Data modeling, Azure, Business intelligence, Relational databases"
1344,Business Presentation Specialist,SIGMOID,Bengaluru,"https://www.glassdoor.co.in/job-listing/business-presentation-specialist-sigmoid-JV_IC2940587_KO0,32_KE33,40.htm?jl=1009550952804","Sigmoid helps enterprises leverage and manage the right cloud data warehouse to capture, store and analyze large volumes of data, specific to the business needs…&hellip;",Data science
1345,Operation Specialist M/F,GEODIS,Bengaluru,"https://www.glassdoor.co.in/job-listing/operation-specialist-mf-geodis-JV_IC2940587_KO0,23_KE24,30.htm?jl=1009272214515",Input business event manually/mass upload/EDI and monitor the data. Strong analytical skills and ability to analyze data and provide insights using reports and…&hellip;,"Cognos, Contract management, Power BI, Microsoft Excel, EDI"
1346,Contract Logistics Customer Service Specialist,Kuehne+Nagel,Delhi,"https://www.glassdoor.co.in/job-listing/contract-logistics-customer-service-specialist-kuehne-nagel-JV_KO0,46_KE47,59.htm?jl=1009695609224","Your primary objective will be to provide an outstanding level of service by managing customer needs, completing all required tasks effectively + efficiently,…&hellip;","Supply chain, Communication skills"
1347,Engineer III Specialist-Data Engineering,Verizon,Chennai,"https://www.glassdoor.co.in/job-listing/engineer-iii-specialist-data-engineering-verizon-JV_IC2833209_KO0,40_KE41,48.htm?jl=1009697213817","As a Data Engineer with ETL/ELT expertise for our growing data platform & analytics teams, you will understand and enable the required data sets from different…&hellip;","Performance tuning, Data modeling, DevOps, Spark, SQL"
1348,Data Engineer II,Zazmic,India,"https://www.glassdoor.co.in/job-listing/data-engineer-ii-zazmic-JV_KO0,16_KE17,23.htm?jl=1009251227026","As a member of the Data Platform Enterprise Services Team, you will collaborate with engineering and business stakeholders to build, optimize, maintain, and…&hellip;","Cloud infrastructure, Relational databases, Big data, NoSQL, English"
1349,Production Support- ITSO/Senior Consultant Specialist,HSBC,Pune,"https://www.glassdoor.co.in/job-listing/production-support-itso-senior-consultant-specialist-hsbc-JV_IC2856202_KO0,52_KE53,57.htm?jl=1009698134352",Monitor application performance and proactively address potential issues to meet the SLAs. Flexible to work in shifts and provide on-call support.&hellip;,"Oracle, Ansible, Software deployment, DevOps, Git"
1350,ETL Developer,American Express Global Business Travel,Gurgaon,"https://www.glassdoor.co.in/job-listing/etl-developer-american-express-global-business-travel-JV_IC2921225_KO0,13_KE14,53.htm?jl=1009670581512","Design and architect an analytical data store or cluster for the enterprise and implement data pipelines that extract, transform, and load data into an…&hellip;","Data modeling, Tableau, SQL, AWS, Scripting"
1351,Lead - ML Engineering,S&P Global,Hyderābād,"https://www.glassdoor.co.in/job-listing/lead-ml-engineering-sp-global-JV_IC2865319_KO0,19_KE20,29.htm?jl=1009658754440","As a Lead Machine Learning Engineer in the Document Platforms and AI Team, you will play a key role in building next-generation data extraction tools working on…&hellip;","CI/CD, Image processing, Azure, Kubernetes, Big data"
1352,"Database Administrator (Vadodara) [3+yrs exp with SQL query optimization, Azure & ETL",Ananta Consulting Group,Vadodra,"https://www.glassdoor.co.in/job-listing/database-administrator-vadodara-3-yrs-exp-with-sql-query-optimization-azure-etl-ananta-consulting-group-JV_IC4468931_KO0,79_KE80,103.htm?jl=1009477219956","We're seeking an experienced Database Administrator to manage, maintain, and optimize our organization's databases. Database administration: 3 years (Required).&hellip;","Azure, Microsoft SQL Server, Databases, SQL, Database design"
1353,Global IT Platform Engineer Manager,Boston Consulting Group,Gurgaon,"https://www.glassdoor.co.in/job-listing/global-it-platform-engineer-manager-boston-consulting-group-JV_IC2921225_KO0,35_KE36,59.htm?jl=1009679200183","You will help us deliver more value from our existing implementations such as Incident, Problem, Change, Request, Service Catalog, Knowledge, and more.&hellip;","Jira, CSS, React, Spark, Business analysis"
1354,Global IT Quality Engineer Senior Specialist,Boston Consulting Group,Gurgaon,"https://www.glassdoor.co.in/job-listing/global-it-quality-engineer-senior-specialist-boston-consulting-group-JV_IC2921225_KO0,44_KE45,68.htm?jl=1009671017356","Work closely with developers, analysts, and product teams to define test strategies and acceptance criteria. As a Quality Engineer for the Rewards Data Product,…&hellip;","CI/CD, TestNG, Azure, Oracle, JUnit"
1355,Tableau Developer,DGN Technologies,Remote,"https://www.glassdoor.co.in/job-listing/tableau-developer-dgn-technologies-JV_KO0,17_KE18,34.htm?jl=1009695742886",Experience with data visualization best practices and design principles. Collaborate with business stakeholders to gather requirements and design solutions.&hellip;,"Data modeling, Tableau, Analysis skills, Data visualization, Communication skills"
1356,BI Developer,NRG Phoenix Technology,Remote,"https://www.glassdoor.co.in/job-listing/bi-developer-nrg-phoenix-technology-JV_KO0,12_KE13,35.htm?jl=1009694041452","As a *BI Developer* with 3-5 years of experience, you will play a key role in designing, developing, and optimizing business intelligence solutions that provide…&hellip;","Power BI, Data modeling, Business intelligence, Microsoft SQL Server, Tableau"
1357,Business Intelligence Developer,Exceliq Consulting (India) Pvt. Ltd.,Remote,"https://www.glassdoor.co.in/job-listing/business-intelligence-developer-exceliq-consulting-india-pvt-ltd-JV_KO0,31_KE32,64.htm?jl=1009684762387",*Strong business acumen demonstrated an aptitude for analytics that incite action * Ability to execute on design requirements defined by business.&hellip;,"Performance tuning, Power BI, Microsoft Excel, Azure, Microsoft Outlook"
1358,ETL & PL SQL developer,Dicetek LLC,Remote,"https://www.glassdoor.co.in/job-listing/etl-pl-sql-developer-dicetek-llc-JV_KO0,20_KE21,32.htm?jl=1009661572287",Having an exposure to the Bigdata is a plus. The developer must have a strong ETL experience in Informatica Power Center & Oracle PL SQL expertise with exposure…&hellip;,"Oracle, Big data, SQL, Banking"
1359,Engineer - ETL and PL/SQL Developer,Dicetek LLC,Remote,"https://www.glassdoor.co.in/job-listing/engineer-etl-and-pl-sql-developer-dicetek-llc-JV_KO0,33_KE34,45.htm?jl=1009585561224","Experience: 3-5 years of experience in ETL and PL/SQL development. ETL tools (Informatica PowerCenter, Microsoft SSIS). PL/SQL (Oracle, SQL Server).&hellip;","Oracle, Microsoft SQL Server, SQL, SSIS, Informatica"
1360,ETL Developer,Helius Technologies,India,"https://www.glassdoor.co.in/job-listing/etl-developer-helius-technologies-JV_KO0,13_KE14,33.htm?jl=1007958345432",Implementing and maintaining ETL process in platform recommended by client using SSIS. Experience in suggesting tools for client’s new requirement.&hellip;,"Microsoft SQL Server, SSIS"
1361,Database Developer – SQL - Remote - Indian Timezone,Flipkoins,Remote,"https://www.glassdoor.co.in/job-listing/database-developer-sql-remote-indian-timezone-flipkoins-JV_KO0,45_KE46,55.htm?jl=1007764825505","The candidate should be flexible to work and extend when needed and should be able to drive the working end to end. Good to Have Skills: Talend, ETL, SSIS.&hellip;","Microsoft SQL Server, SQL, PostgreSQL, SSIS, Communication skills"
1362,ETL Developer,SRS Infoway,Bengaluru,"https://www.glassdoor.co.in/job-listing/etl-developer-srs-infoway-JV_IC2940587_KO0,13_KE14,25.htm?jl=1009690800556",Should be able to work independently and should be able to work directly with business stakeholders and clients.&hellip;,"SQL, Analysis skills, Communication skills, Banking, Python"
1363,ServiceNow Developer,Swedium Global Services,Remote,"https://www.glassdoor.co.in/job-listing/servicenow-developer-swedium-global-services-JV_KO0,20_KE21,44.htm?jl=1009698938380","Deploying Analytics solutions & best practices, performing diagnostics, and system administration. Collaborate with stakeholders to understand business…&hellip;","Power BI, System administration, SQL, Database management, Cloud development"
1364,Snowflake Developer,Insignyx,Remote,"https://www.glassdoor.co.in/job-listing/snowflake-developer-insignyx-JV_KO0,19_KE20,28.htm?jl=1009694090808","Good to Have: SSIS, SQL, ETL/ELT, Redshift, or Azure Synapse. Must-Have: Snowflake, Strong DBT (Data Build Tool) expertise.&hellip;","Azure, Microsoft SQL Server, SQL, SSIS, Redshift"
